timestamp,platform,user,channel,intent,confidence,lang,rawMessage,cleanMessage,response
2018-7-5 19:01:11,socket,45c931a4-5cfa-21d6-5425-3f6cf546bda9,socket,hello,1,en,"hello","hello","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-5 19:01:11,socket,45c931a4-5cfa-21d6-5425-3f6cf546bda9,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-5 19:06:02,socket,45c931a4-5cfa-21d6-5425-3f6cf546bda9,socket,discover-artist,1,en,"Give me 3 works composed by Bach","Give me 3 works composed by Bach",<result_card>
2018-7-8 12:26:42,socket,374523bc-2890-c4cd-91ba-06f247ca4faf,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-9 07:01:12,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-9 08:19:45,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,find-performance,0.7400000095367432,en,"Are there any events in Paris","Are there any events in Paris","In which period?"
2018-7-9 08:20:15,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,find-performance,1,en,"In September","In September",<result_card>
2018-7-9 08:20:59,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,discover-artist,1,en,"Okay talk about Rachmaninov","Okay talk about Rachmaninov",<result_card>
2018-7-9 08:22:15,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by,1,en,"Now give me 2 of his works","Now give me 2 of his works","No problem! Do you want to add some filters? Like the artist instruments, genre or composition period."
2018-7-9 08:22:33,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by - no,1,en,"No","No",<result_card>
2018-7-9 08:23:30,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,find-artist,1,en,"Find 3 artists born between 1860 and 1870 who wrote more works for piano","Find 3 artists born between 1860 and 1870 who wrote more works for piano",<result_card>
2018-7-9 08:25:35,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,hello,1,fr,"Bonjour","Bonjour","Salut! Je suis DOREMUS Bot! Tous les jours j'essaie d'apprendre informations sur la musique classique!"
2018-7-9 08:25:58,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by,0.8100000023841858,fr,"Donne moi deux oeuvres de Vivoldi","Donne moi deux œuvres de Vivaldi","Tu n'as spécifié pas beaucoup de filtres! Veux-tu ajouter quelque chose?"
2018-7-9 08:26:11,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by-something,1,fr,"Oui le genre","Oui le genre","Quel genre?"
2018-7-9 08:26:15,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by-something,1,fr,"Symphonie","Symphonie","Veux-tu ajouter quelque chose?"
2018-7-9 08:26:22,socket,3be80657-a422-cedc-d5fa-3bdc3393de99,socket,works-by - no,1,fr,"Non merci","Non merci",<result_card>
2018-7-9 08:28:30,google_assistant,-,-,find-performance,0.8299999833106995,en,"are there any events in Paris in September","are there any events in Paris in September","Yes! ...Orchestre de Paris / Daniel Harding at Philharmonie de Paris. "
2018-7-9 08:40:06,fb,1978551662217032,1978551662217032,discover-artist,1,en,"Talk me about Beethoven","Talk me about Beethoven",<result_card>
2018-7-9 08:41:10,socket,5fed217b-dfc4-eb5f-873d-05689da6e76a,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 13:57:14,socket,e7701645-3a3c-ec1e-4250-f9b26e68778e,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 14:02:22,socket,1b9efc08-e585-db61-cf29-ba807f2b2b64,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 14:06:52,socket,e7701645-3a3c-ec1e-4250-f9b26e68778e,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 14:06:55,socket,094c1b7e-7020-2e7d-d606-6c7bda9de37b,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 14:07:14,socket,949384a5-20af-a17c-5a5c-c8f5afb09106,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
2018-7-10 14:07:59,socket,c8cb4569-c9fb-e9ee-c287-42021c00c437,socket,hello,1,en,"Hi","Hi","Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!"
